game_id,mu_t14,sigma_t14,p_t14,mu_ch,sigma_ch,p_ch,d_mu,d_sigma,d_p,tier_t14,tier_ch
401636886,8.08513068116647,21.296997573783194,0.7189840672974447,0.12653812934088715,19.792510496654288,0.558488100843175,7.958592551825583,1.504487077128907,0.16049596645426967,clear_lean,toss_up
401628980,18.227536720663977,21.01400359446934,0.8560929366438663,11.850877619027488,16.92423785917041,0.8303910910146487,6.3766591016364895,4.089765735298929,0.025701845629217623,strong_lean,clear_lean
401628497,13.31346201643244,19.86207134023807,0.8307317212408558,10.257111370163091,17.535087866525362,0.7856218845735028,3.0563506462693493,2.3269834737127084,0.04510983666735302,clear_lean,clear_lean
401643719,7.487337738316336,19.941496252594465,0.7258383892705248,9.728132727512474,15.663116371998797,0.7950320508551239,2.2407949891961376,4.2783798805956685,0.06919366158459905,clear_lean,clear_lean
401641018,32.69059065962217,21.398345952821582,0.9576867972189204,2.7352767482699534,22.8653649269498,0.6320727204650411,29.955313911352214,1.4670189741282158,0.3256140767538792,strong_lean,lean
401628375,5.149173964266604,19.065693475006,0.6926451298590897,1.9022541671872149,17.30920241306937,0.6208963635843328,3.246919797079389,1.7564910619366287,0.0717487662747569,lean,lean
401628496,14.309747286776904,18.677731208714125,0.8603365402128537,7.619737084497472,18.88473778855427,0.7286367699294931,6.690010202279432,0.2070065798401437,0.13169977028336055,strong_lean,clear_lean
401628499,-12.96170297613758,22.246863900527707,0.21644200482571285,-10.215492538647128,17.80787548003092,0.2295540353958878,2.7462104374904523,4.438988420496788,0.01311203057017496,clear_lean,clear_lean
401643795,17.983797111620287,21.093365003155256,0.8560648931626563,11.275247989302168,16.41613805647922,0.8192481664566909,6.70854912231812,4.677226946676036,0.036816726705965475,strong_lean,clear_lean
401628374,8.92517283935985,19.51343163859745,0.7485193220725038,5.040696117599222,15.173358484565503,0.7176731268137382,3.8844767217606284,4.340073154031947,0.03084619525876564,clear_lean,clear_lean
401636880,-9.075420899148176,16.577526773009666,0.2419612908018276,-9.176965393868793,17.30933146638759,0.24780027637914714,0.101544494720617,0.7318046933779243,0.005838985577319544,clear_lean,clear_lean
401634767,20.48278748358256,22.47927197583368,0.8633369653571907,23.79243789998532,19.137846279647757,0.9356780122023464,3.3096504164027607,3.3414256961859223,0.07234104684515563,strong_lean,strong_lean
401628500,-12.987129685249855,17.920900974215265,0.16993812333161074,-17.14618742012222,14.60043434411359,0.06997692138557554,4.159057734872366,3.3204666301016736,0.0999612019460352,clear_lean,strong_lean
401628498,0.7541758113515303,17.13486308495962,0.5880028217307354,-18.52203136119344,17.435724578079668,0.08113002627479604,19.27620717254497,0.30086149312004906,0.5068727954559393,lean,strong_lean
401643792,14.777882212982504,19.560508685129513,0.8330992993350208,6.919057901045209,19.90016955291979,0.717588763429444,7.858824311937296,0.33966086779027904,0.1155105359055768,clear_lean,clear_lean
401636882,10.691933676698154,19.922537334557642,0.7764697623799623,9.909095067232077,16.1199440249243,0.792734649108332,0.7828386094660775,3.802593309633341,0.016264886728369676,clear_lean,clear_lean
401641041,4.5475232264022125,18.790308276122516,0.6900884696602624,-3.709840521859598,17.56297836943346,0.390831494748894,8.25736374826181,1.2273299066890573,0.2992569749113684,lean,lean
401635659,-0.16761311539968526,19.954444918656055,0.5516338781141963,0.09894223934797383,16.22569735558388,0.5584293092230748,0.2665553547476591,3.728747563072176,0.00679543110887848,toss_up,toss_up
401636884,13.109348282817002,20.93216550504708,0.8218219146715127,6.737541962592385,17.098028108164566,0.7409878979256933,6.371806320224618,3.8341373968825145,0.08083401674581936,clear_lean,clear_lean
401645332,-1.2858013906775572,17.846670675865173,0.5145151565004928,-8.823228317453959,15.11134981952325,0.23147749716327426,7.537426926776401,2.7353208563419233,0.2830376593372186,toss_up,clear_lean
401645331,-6.662145743393611,20.003467738694667,0.332703349632988,-3.010893460137266,16.11016801161695,0.4326026242438622,3.6512522832563454,3.893299727077718,0.09989927461087422,lean,toss_up
401636885,18.284209722101522,22.10046707786907,0.8477780256290428,15.276182463488064,18.56790368525031,0.8523270517263971,3.008027258613458,3.5325633926187585,0.004549026097354303,clear_lean,strong_lean
401641035,-2.657258313344379,17.987851878911286,0.445437148047218,-10.846388249192039,16.78319020620002,0.19788039035658012,8.18912993584766,1.2046616727112678,0.2475567576906379,toss_up,clear_lean
401644739,3.2485455926015203,19.205794409552883,0.647129449092378,-3.1197441668101153,20.247134028561625,0.4410331352042768,6.368289759411636,1.0413396190087418,0.20609631388810123,lean,toss_up
401640992,-7.6500102358727755,22.255847100268316,0.3189341479756509,-9.169043667272666,16.154129886280593,0.234680739905612,1.5190334313998903,6.1017172139877225,0.0842534080700389,lean,clear_lean
